Date,Open,High,Low,Close*,Adj Close**,Volume
01-06-88,1798.90,1892.20,1798.90,1857.60,1857.60,-
01-07-88,1857.60,1883.50,1826.70,1853.60,1853.60,-
01-08-88,1860.50,1885.20,1745.20,1753.60,1753.60,-
01-09-88,1743.90,1830.60,1717.70,1826.50,1826.50,-
01-10-88,1817.40,1870.80,1787.00,1852.40,1852.40,-
01-11-88,1853.10,1860.00,1775.00,1792.40,1792.40,-
01-12-88,1787.20,1804.90,1737.90,1793.10,1793.10,-
01-01-89,1793.10,2072.70,1782.40,2051.80,2051.80,-
01-02-89,2051.80,2106.10,1983.30,2002.40,2002.40,-
01-03-89,2014.30,2132.30,2014.30,2075.00,2075.00,-
01-04-89,2075.00,2134.90,2001.50,2118.00,2118.00,-
01-05-89,2118.00,2209.70,2092.30,2114.40,2114.40,-
01-06-89,2114.40,2225.60,2076.50,2151.00,2151.00,-
01-07-89,2151.70,2319.90,2151.70,2297.00,2297.00,-
01-08-89,2297.00,2404.50,2284.50,2387.90,2387.90,-
01-09-89,2392.10,2435.70,2278.30,2299.40,2299.40,-
01-10-89,2289.30,2331.10,2029.70,2142.60,2142.60,-
01-11-89,2142.60,2276.80,2141.70,2276.80,2276.80,-
